ref_komodo_stable_id,komodo_stable_id,chicken_grcg6a_stable_id,crocodile_stable_id,turtle_painted_stable_id
ENSVKKG00000005972,,ENSGALG00000026884,,"{'ENSCPBG00000016795', 'ENSCPBG00000015271', 'ENSCPBG00000015267'}"
ENSVKKG00000000308,ENSVKKG00000000308,ENSGALG00000008437,,
ENSVKKG00000008845,,ENSGALG00000002046,,
ENSVKKG00000001335,,ENSGALG00000012160,,
ENSVKKG00000006351,,ENSGALG00000037241,,
ENSVKKG00000001962,ENSVKKG00000001962,,,
ENSVKKG00000015986,ENSVKKG00000015986,ENSGALG00000036556,,
ENSVKKG00000007953,,,,ENSCPBG00000002842
ENSVKKG00000011615,,ENSGALG00000033129,,
ENSVKKG00000012910,,ENSGALG00000010973,,
ENSVKKG00000017391,,ENSGALG00000037723,,
ENSVKKG00000012950,,ENSGALG00000011036,,
ENSVKKG00000001968,,ENSGALG00000037944,,
ENSVKKG00000003461,,ENSGALG00000028675,,
ENSVKKG00000008932,,ENSGALG00000033034,,
ENSVKKG00000012217,,ENSGALG00000023844,,
ENSVKKG00000005865,,ENSGALG00000010713,,
ENSVKKG00000006873,,ENSGALG00000011254,,ENSCPBG00000022551
ENSVKKG00000008226,,ENSGALG00000009704,,
ENSVKKG00000016914,,ENSGALG00000023193,,
ENSVKKG00000016380,,ENSGALG00000011162,,
ENSVKKG00000016848,,ENSGALG00000020331,,
ENSVKKG00000015298,,ENSGALG00000007669,,
ENSVKKG00000006726,,ENSGALG00000026781,,
ENSVKKG00000006881,,ENSGALG00000028530,,
ENSVKKG00000006400,ENSVKKG00000006400,ENSGALG00000034453,,
ENSVKKG00000006354,,ENSGALG00000008918,,
ENSVKKG00000004589,ENSVKKG00000004589,ENSGALG00000006591,,
ENSVKKG00000001095,,ENSGALG00000039705,ENSCPRG00005011486,
ENSVKKG00000000091,,ENSGALG00000010625,,
ENSVKKG00000000896,ENSVKKG00000000896,,,
ENSVKKG00000002663,ENSVKKG00000002663,ENSGALG00000000667,,
ENSVKKG00000017407,,ENSGALG00000037506,,
ENSVKKG00000000987,,ENSGALG00000015069,,ENSCPBG00000002710
ENSVKKG00000012643,ENSVKKG00000012643,ENSGALG00000003568,,ENSCPBG00000018182
ENSVKKG00000016037,,ENSGALG00000035465,,
ENSVKKG00000014685,,"{'ENSGALG00000041249', 'ENSGALG00000037228', 'ENSGALG00000038269'}",,
ENSVKKG00000002643,,ENSGALG00000000723,,
ENSVKKG00000010654,,ENSGALG00000012570,,
ENSVKKG00000015548,,ENSGALG00000009453,,
ENSVKKG00000001614,,ENSGALG00000007843,,
ENSVKKG00000017029,,ENSGALG00000008120,,
ENSVKKG00000007654,,ENSGALG00000013569,,
ENSVKKG00000001635,,ENSGALG00000004659,,
ENSVKKG00000017503,,ENSGALG00000001889,,
ENSVKKG00000005214,,ENSGALG00000042009,,
ENSVKKG00000006362,,ENSGALG00000040006,,
ENSVKKG00000007901,,ENSGALG00000005768,,
ENSVKKG00000017611,,ENSGALG00000013814,,
ENSVKKG00000000767,,,,ENSCPBG00000015323
ENSVKKG00000001664,ENSVKKG00000001664,ENSGALG00000012200,,
ENSVKKG00000006177,,ENSGALG00000053954,,
ENSVKKG00000017853,ENSVKKG00000017853,"{'ENSGALG00000048869', 'ENSGALG00000050814'}",,
ENSVKKG00000001764,,,,"{'ENSCPBG00000000980', 'ENSCPBG00000002324', 'ENSCPBG00000003504', 'ENSCPBG00000000309', 'ENSCPBG00000017264', 'ENSCPBG00000002389'}"
ENSVKKG00000003983,ENSVKKG00000003983,ENSGALG00000049068,,ENSCPBG00000027016
ENSVKKG00000015955,,ENSGALG00000043072,,
ENSVKKG00000006770,,,,"{'ENSCPBG00000015970', 'ENSCPBG00000015955', 'ENSCPBG00000015961', 'ENSCPBG00000019661', 'ENSCPBG00000015952', 'ENSCPBG00000019411', 'ENSCPBG00000015954', 'ENSCPBG00000019664', 'ENSCPBG00000015967', 'ENSCPBG00000015959', 'ENSCPBG00000015965', 'ENSCPBG00000015956'}"
ENSVKKG00000015492,,,,ENSCPBG00000026861
ENSVKKG00000008526,,ENSGALG00000009169,,
ENSVKKG00000004246,ENSVKKG00000004246,ENSGALG00000000836,,
ENSVKKG00000000739,,,,ENSCPBG00000001491
ENSVKKG00000017326,,ENSGALG00000042853,,
ENSVKKG00000002357,,,ENSCPRG00005017250,
ENSVKKG00000014337,,ENSGALG00000040307,,
ENSVKKG00000001697,,ENSGALG00000034077,,
ENSVKKG00000015068,,,,ENSCPBG00000015438
ENSVKKG00000004318,ENSVKKG00000004318,,,
ENSVKKG00000009970,ENSVKKG00000009970,,,
ENSVKKG00000018186,,ENSGALG00000012971,,
ENSVKKG00000010060,,ENSGALG00000008651,,
ENSVKKG00000000018,,ENSGALG00000010226,,
ENSVKKG00000012741,,ENSGALG00000002284,,
ENSVKKG00000001197,,ENSGALG00000001777,,
ENSVKKG00000000370,,ENSGALG00000008862,,
ENSVKKG00000000229,,ENSGALG00000003373,,
ENSVKKG00000008826,,ENSGALG00000012585,,
ENSVKKG00000003279,,ENSGALG00000052646,,
ENSVKKG00000018679,,ENSGALG00000007780,,
ENSVKKG00000014888,ENSVKKG00000014888,ENSGALG00000026768,,
ENSVKKG00000007715,,"{'ENSGALG00000027093', 'ENSGALG00000017485'}",,
ENSVKKG00000003721,,,,ENSCPBG00000004863
ENSVKKG00000003519,,ENSGALG00000009547,,
ENSVKKG00000000293,,ENSGALG00000008424,,
ENSVKKG00000008250,,ENSGALG00000028681,,
ENSVKKG00000004570,ENSVKKG00000004570,,,
ENSVKKG00000016917,,ENSGALG00000011863,,
ENSVKKG00000002709,ENSVKKG00000002709,ENSGALG00000007651,,
ENSVKKG00000007830,ENSVKKG00000007830,ENSGALG00000012921,,
ENSVKKG00000005827,,ENSGALG00000016661,,
ENSVKKG00000002107,,ENSGALG00000036359,,
ENSVKKG00000006049,,ENSGALG00000002766,,
ENSVKKG00000009088,,ENSGALG00000013826,,
ENSVKKG00000010764,,ENSGALG00000005205,,
ENSVKKG00000001812,ENSVKKG00000001812,,,
ENSVKKG00000007154,,ENSGALG00000000059,,
ENSVKKG00000016607,,ENSGALG00000012561,,
ENSVKKG00000003526,,ENSGALG00000004736,,
ENSVKKG00000002695,,ENSGALG00000001602,,
ENSVKKG00000017759,,,,ENSCPBG00000006999
ENSVKKG00000014816,,ENSGALG00000008731,,
ENSVKKG00000006734,ENSVKKG00000006734,,,ENSCPBG00000020435
ENSVKKG00000004415,ENSVKKG00000004415,,,
ENSVKKG00000012484,,"{'ENSGALG00000050205', 'ENSGALG00000038797', 'ENSGALG00000040055', 'ENSGALG00000040737', 'ENSGALG00000041512', 'ENSGALG00000037737', 'ENSGALG00000047924'}",,
ENSVKKG00000009180,,ENSGALG00000017022,,
ENSVKKG00000015277,,"{'ENSGALG00000045351', 'ENSGALG00000008178'}",,
ENSVKKG00000001864,ENSVKKG00000001864,,,
ENSVKKG00000003195,,ENSGALG00000014689,,ENSCPBG00000012860
ENSVKKG00000015630,ENSVKKG00000015630,,,
ENSVKKG00000004743,ENSVKKG00000004743,,,
ENSVKKG00000003577,,ENSGALG00000030068,,
ENSVKKG00000000008,,ENSGALG00000049422,ENSCPRG00005000494,ENSCPBG00000010168
ENSVKKG00000011244,ENSVKKG00000011244,,,
ENSVKKG00000011579,ENSVKKG00000011579,,,
ENSVKKG00000000108,ENSVKKG00000000108,,,
ENSVKKG00000007552,,ENSGALG00000009859,,
ENSVKKG00000007903,,ENSGALG00000033195,,
ENSVKKG00000010844,,ENSGALG00000013098,,
ENSVKKG00000004946,,ENSGALG00000002175,,
ENSVKKG00000012851,,,ENSCPRG00005015577,
ENSVKKG00000010270,,ENSGALG00000016724,,
ENSVKKG00000005233,,ENSGALG00000003597,,
ENSVKKG00000004960,,"{'ENSGALG00000050728', 'ENSGALG00000047775', 'ENSGALG00000052423'}",,
ENSVKKG00000018376,,ENSGALG00000011551,,
ENSVKKG00000003567,,ENSGALG00000053916,,
ENSVKKG00000011572,,ENSGALG00000016861,,
ENSVKKG00000000585,,"{'ENSGALG00000003196', 'ENSGALG00000027165', 'ENSGALG00000011455'}",,
ENSVKKG00000008148,,ENSGALG00000031563,,
ENSVKKG00000007241,ENSVKKG00000007241,ENSGALG00000029940,,
ENSVKKG00000016715,,,,ENSCPBG00000003340
ENSVKKG00000013346,,ENSGALG00000038217,,
ENSVKKG00000009484,ENSVKKG00000009484,,,ENSCPBG00000013483
ENSVKKG00000013027,,ENSGALG00000017239,,
ENSVKKG00000010028,,ENSGALG00000022750,,
ENSVKKG00000014850,,ENSGALG00000029292,,
ENSVKKG00000000309,,ENSGALG00000010255,,
ENSVKKG00000001144,,ENSGALG00000028032,,
ENSVKKG00000000152,,ENSGALG00000011620,,
ENSVKKG00000002093,ENSVKKG00000002093,,,
ENSVKKG00000003663,,ENSGALG00000014435,,
ENSVKKG00000007821,,ENSGALG00000038710,,
ENSVKKG00000016864,,ENSGALG00000028283,,ENSCPBG00000014094
ENSVKKG00000007842,,"{'ENSGALG00000048687', 'ENSGALG00000014551', 'ENSGALG00000048362'}",,"{'ENSCPBG00000024272', 'ENSCPBG00000024271'}"
ENSVKKG00000018129,,ENSGALG00000013764,,
ENSVKKG00000013836,,ENSGALG00000033051,,
ENSVKKG00000015494,ENSVKKG00000015494,"{'ENSGALG00000034701', 'ENSGALG00000041909'}",,
ENSVKKG00000007851,ENSVKKG00000007851,,,
ENSVKKG00000011562,,ENSGALG00000016855,,
ENSVKKG00000011665,,ENSGALG00000025915,,
ENSVKKG00000011108,,ENSGALG00000033920,,
ENSVKKG00000017906,,ENSGALG00000005094,,
ENSVKKG00000007148,,ENSGALG00000043650,,
ENSVKKG00000013539,,ENSGALG00000029445,,
ENSVKKG00000014874,,,,ENSCPBG00000018484
ENSVKKG00000012398,,ENSGALG00000012015,,
ENSVKKG00000017971,ENSVKKG00000017971,ENSGALG00000012277,,
ENSVKKG00000007714,,,,ENSCPBG00000015737
ENSVKKG00000012765,,ENSGALG00000033780,,
ENSVKKG00000017354,,,ENSCPRG00005006594,
ENSVKKG00000005982,ENSVKKG00000005982,,,
ENSVKKG00000016920,,,,"{'ENSCPBG00000022388', 'ENSCPBG00000001791', 'ENSCPBG00000014783', 'ENSCPBG00000004200', 'ENSCPBG00000010504', 'ENSCPBG00000025309', 'ENSCPBG00000012669', 'ENSCPBG00000007131', 'ENSCPBG00000026835', 'ENSCPBG00000006414', 'ENSCPBG00000004837', 'ENSCPBG00000008052', 'ENSCPBG00000019033'}"
ENSVKKG00000010806,,ENSGALG00000007958,,
ENSVKKG00000018156,,ENSGALG00000018439,,
ENSVKKG00000017854,,ENSGALG00000053860,,
ENSVKKG00000006793,,ENSGALG00000017096,,
ENSVKKG00000010061,,ENSGALG00000027860,,
ENSVKKG00000012395,,ENSGALG00000041635,,
ENSVKKG00000017218,,ENSGALG00000015353,,
ENSVKKG00000003664,,ENSGALG00000004553,,
ENSVKKG00000016466,,ENSGALG00000020402,,
ENSVKKG00000015112,,ENSGALG00000015712,,
ENSVKKG00000015010,,,ENSCPRG00005005521,
ENSVKKG00000017610,,ENSGALG00000013794,,
ENSVKKG00000018051,,ENSGALG00000035068,,
ENSVKKG00000004715,,ENSGALG00000006530,,
ENSVKKG00000009804,,ENSGALG00000040864,,
ENSVKKG00000012565,,ENSGALG00000005682,,
ENSVKKG00000005587,,ENSGALG00000039409,,
ENSVKKG00000011164,,ENSGALG00000012219,,
ENSVKKG00000014730,,ENSGALG00000015090,,
ENSVKKG00000004250,,ENSGALG00000010303,,
ENSVKKG00000006539,ENSVKKG00000006539,,,
ENSVKKG00000002746,,ENSGALG00000047617,,
ENSVKKG00000018087,,ENSGALG00000041334,,
ENSVKKG00000006061,ENSVKKG00000006061,,,
ENSVKKG00000008100,,ENSGALG00000010234,,
ENSVKKG00000003509,,,,ENSCPBG00000018906
ENSVKKG00000003262,,ENSGALG00000014701,,
ENSVKKG00000013172,,,ENSCPRG00005001529,
ENSVKKG00000012887,ENSVKKG00000012887,ENSGALG00000016759,,
ENSVKKG00000005560,ENSVKKG00000005560,,,
ENSVKKG00000003072,ENSVKKG00000003072,,,
ENSVKKG00000001104,,ENSGALG00000002225,,
ENSVKKG00000008044,,ENSGALG00000041203,,
ENSVKKG00000010834,,ENSGALG00000009177,,
ENSVKKG00000012326,ENSVKKG00000012326,,,
ENSVKKG00000018354,,ENSGALG00000027533,,
ENSVKKG00000013378,ENSVKKG00000013378,,,
ENSVKKG00000013487,ENSVKKG00000013487,ENSGALG00000004646,,
ENSVKKG00000011834,,ENSGALG00000006050,,
ENSVKKG00000016106,,,,ENSCPBG00000011397
ENSVKKG00000009566,,,,ENSCPBG00000006259
ENSVKKG00000017995,,ENSGALG00000016885,,
ENSVKKG00000012642,,ENSGALG00000044404,,
ENSVKKG00000014704,,,ENSCPRG00005008617,
ENSVKKG00000005132,,ENSGALG00000014940,,
ENSVKKG00000016356,,ENSGALG00000021362,,
ENSVKKG00000008439,ENSVKKG00000008439,ENSGALG00000028005,,ENSCPBG00000005658
ENSVKKG00000017569,,,,ENSCPBG00000007676
ENSVKKG00000010680,ENSVKKG00000010680,ENSGALG00000030076,,
ENSVKKG00000001345,,ENSGALG00000012124,,
ENSVKKG00000000940,,ENSGALG00000032734,,
ENSVKKG00000010863,,ENSGALG00000006822,,
ENSVKKG00000018718,,ENSGALG00000016267,,
ENSVKKG00000012748,ENSVKKG00000012748,,,
ENSVKKG00000005521,,ENSGALG00000008317,,
ENSVKKG00000006008,,ENSGALG00000000521,,
ENSVKKG00000011985,ENSVKKG00000011985,,,
ENSVKKG00000002708,,ENSGALG00000033087,,
ENSVKKG00000016095,,ENSGALG00000028140,,
ENSVKKG00000014964,,ENSGALG00000048013,,
ENSVKKG00000016236,ENSVKKG00000016236,ENSGALG00000002904,,
ENSVKKG00000008272,ENSVKKG00000008272,ENSGALG00000021231,,
ENSVKKG00000012042,,ENSGALG00000010861,,
ENSVKKG00000003979,,ENSGALG00000014717,,
ENSVKKG00000004259,,ENSGALG00000008407,,
ENSVKKG00000018322,,ENSGALG00000016086,,ENSCPBG00000024519
ENSVKKG00000013026,,ENSGALG00000011176,,
ENSVKKG00000002787,,"{'ENSGALG00000021451', 'ENSGALG00000001824', 'ENSGALG00000054926', 'ENSGALG00000049652', 'ENSGALG00000053446', 'ENSGALG00000052887', 'ENSGALG00000049254'}",,ENSCPBG00000000695
ENSVKKG00000013255,,ENSGALG00000000081,,
ENSVKKG00000001513,ENSVKKG00000001513,,,
ENSVKKG00000001916,,ENSGALG00000014906,,
ENSVKKG00000002154,,"{'ENSGALG00000053589', 'ENSGALG00000046788', 'ENSGALG00000051478', 'ENSGALG00000047454', 'ENSGALG00000050920', 'ENSGALG00000049039', 'ENSGALG00000047236', 'ENSGALG00000050678', 'ENSGALG00000053014', 'ENSGALG00000052443', 'ENSGALG00000045877', 'ENSGALG00000054241', 'ENSGALG00000046962', 'ENSGALG00000047385', 'ENSGALG00000047198', 'ENSGALG00000043671', 'ENSGALG00000048912', 'ENSGALG00000053731', 'ENSGALG00000042708', 'ENSGALG00000046698', 'ENSGALG00000047315', 'ENSGALG00000052453', 'ENSGALG00000045905', 'ENSGALG00000051072', 'ENSGALG00000046868', 'ENSGALG00000050712', 'ENSGALG00000047728', 'ENSGALG00000049550', 'ENSGALG00000048706', 'ENSGALG00000053314', 'ENSGALG00000053248', 'ENSGALG00000047802'}",,
ENSVKKG00000017186,,ENSGALG00000029618,,
ENSVKKG00000012898,,ENSGALG00000002118,,
ENSVKKG00000012920,,ENSGALG00000010980,,
ENSVKKG00000008501,,ENSGALG00000008827,,
ENSVKKG00000000627,ENSVKKG00000000627,,,
ENSVKKG00000002576,,,,ENSCPBG00000018704
ENSVKKG00000007444,,"{'ENSGALG00000049363', 'ENSGALG00000050020', 'ENSGALG00000049413', 'ENSGALG00000047231', 'ENSGALG00000047543', 'ENSGALG00000049478', 'ENSGALG00000054183', 'ENSGALG00000053483', 'ENSGALG00000051761', 'ENSGALG00000047437', 'ENSGALG00000054763', 'ENSGALG00000048318', 'ENSGALG00000050686', 'ENSGALG00000052985'}",,
ENSVKKG00000010565,,ENSGALG00000042626,,
ENSVKKG00000003436,,,,ENSCPBG00000019233
ENSVKKG00000006880,,ENSGALG00000011272,,
ENSVKKG00000017429,,ENSGALG00000043799,,
ENSVKKG00000016300,,ENSGALG00000003403,,
ENSVKKG00000007112,,ENSGALG00000043828,,
ENSVKKG00000014236,,,,ENSCPBG00000027096
ENSVKKG00000000141,,ENSGALG00000025796,,
ENSVKKG00000003559,,ENSGALG00000008794,,
ENSVKKG00000002194,,,,ENSCPBG00000012946
ENSVKKG00000003356,,ENSGALG00000032595,,
ENSVKKG00000012904,,ENSGALG00000016979,,
ENSVKKG00000010695,,ENSGALG00000002750,,
ENSVKKG00000008072,,ENSGALG00000047356,,
ENSVKKG00000014956,,ENSGALG00000007111,,
ENSVKKG00000007396,,ENSGALG00000026278,,
ENSVKKG00000009693,,ENSGALG00000043675,,
ENSVKKG00000017552,ENSVKKG00000017552,ENSGALG00000013747,ENSCPRG00005017800,
ENSVKKG00000009844,,ENSGALG00000046550,,
ENSVKKG00000001289,ENSVKKG00000001289,,,
ENSVKKG00000012186,,,,ENSCPBG00000021659
ENSVKKG00000003163,ENSVKKG00000003163,,,
ENSVKKG00000011780,,"{'ENSGALG00000025778', 'ENSGALG00000006152', 'ENSGALG00000029485'}",,
ENSVKKG00000002598,,ENSGALG00000000783,,
ENSVKKG00000014346,,ENSGALG00000037289,,
ENSVKKG00000012882,,ENSGALG00000030780,,
ENSVKKG00000003459,,ENSGALG00000011418,,
ENSVKKG00000014905,,ENSGALG00000008016,,
ENSVKKG00000014037,,ENSGALG00000007476,,
ENSVKKG00000018518,,,,ENSCPBG00000027874
ENSVKKG00000009108,,ENSGALG00000013865,,
ENSVKKG00000003712,,ENSGALG00000035185,,
ENSVKKG00000001100,,ENSGALG00000012769,,
ENSVKKG00000015745,,ENSGALG00000006805,,
ENSVKKG00000009975,,ENSGALG00000002588,,
ENSVKKG00000010952,,,,"{'ENSCPBG00000008708', 'ENSCPBG00000008666', 'ENSCPBG00000008541'}"
ENSVKKG00000010759,,ENSGALG00000041193,,
ENSVKKG00000005376,ENSVKKG00000005376,,,
ENSVKKG00000011660,,"{'ENSGALG00000039701', 'ENSGALG00000000141', 'ENSGALG00000034319', 'ENSGALG00000044502', 'ENSGALG00000053266', 'ENSGALG00000030940'}",,
ENSVKKG00000007579,,ENSGALG00000014936,,
ENSVKKG00000013075,,ENSGALG00000004531,,ENSCPBG00000021958
ENSVKKG00000012347,ENSVKKG00000012347,ENSGALG00000004613,,
ENSVKKG00000017350,ENSVKKG00000017350,ENSGALG00000033520,,
ENSVKKG00000017077,,ENSGALG00000013462,,
ENSVKKG00000003684,,ENSGALG00000016351,,
ENSVKKG00000012884,,ENSGALG00000016757,,
ENSVKKG00000001250,,ENSGALG00000006123,,
ENSVKKG00000017149,,ENSGALG00000050752,,
ENSVKKG00000010566,,ENSGALG00000036775,,ENSCPBG00000025743
ENSVKKG00000017649,ENSVKKG00000017649,,,
ENSVKKG00000008093,,"{'ENSGALG00000010203', 'ENSGALG00000010217'}",,
ENSVKKG00000011928,,ENSGALG00000029332,,
ENSVKKG00000016925,,"{'ENSGALG00000039701', 'ENSGALG00000000141', 'ENSGALG00000034319', 'ENSGALG00000044502', 'ENSGALG00000053266', 'ENSGALG00000030940'}",,
ENSVKKG00000005275,,"{'ENSGALG00000015017', 'ENSGALG00000030968'}",,
ENSVKKG00000007228,,ENSGALG00000046494,,
ENSVKKG00000012632,,ENSGALG00000003681,,
ENSVKKG00000012576,,ENSGALG00000047242,,
ENSVKKG00000007635,,ENSGALG00000009446,ENSCPRG00005009897,
ENSVKKG00000014733,,,,ENSCPBG00000018955
ENSVKKG00000000146,ENSVKKG00000000146,"{'ENSGALG00000053374', 'ENSGALG00000047329', 'ENSGALG00000049628', 'ENSGALG00000052928', 'ENSGALG00000051399', 'ENSGALG00000054387', 'ENSGALG00000052449', 'ENSGALG00000050479', 'ENSGALG00000054370', 'ENSGALG00000048890', 'ENSGALG00000050043', 'ENSGALG00000052227', 'ENSGALG00000051926', 'ENSGALG00000050180', 'ENSGALG00000046889', 'ENSGALG00000050527', 'ENSGALG00000052441', 'ENSGALG00000048185', 'ENSGALG00000052489', 'ENSGALG00000049173', 'ENSGALG00000051675', 'ENSGALG00000053213', 'ENSGALG00000049642', 'ENSGALG00000052304', 'ENSGALG00000052233', 'ENSGALG00000051879', 'ENSGALG00000051576', 'ENSGALG00000050117', 'ENSGALG00000055113', 'ENSGALG00000054122', 'ENSGALG00000051248', 'ENSGALG00000051197', 'ENSGALG00000051865', 'ENSGALG00000048329', 'ENSGALG00000054175', 'ENSGALG00000050031', 'ENSGALG00000050241', 'ENSGALG00000052411', 'ENSGALG00000053306', 'ENSGALG00000050991', 'ENSGALG00000053127', 'ENSGALG00000052974', 'ENSGALG00000051944', 'ENSGALG00000054029', 'ENSGALG00000052397', 'ENSGALG00000049217', 'ENSGALG00000049563', 'ENSGALG00000047469', 'ENSGALG00000051046', 'ENSGALG00000051866', 'ENSGALG00000053218', 'ENSGALG00000049374', 'ENSGALG00000050265', 'ENSGALG00000054413', 'ENSGALG00000052861', 'ENSGALG00000052917', 'ENSGALG00000050351', 'ENSGALG00000049771', 'ENSGALG00000055028', 'ENSGALG00000053757', 'ENSGALG00000050342', 'ENSGALG00000050009'}",,"{'ENSCPBG00000006111', 'ENSCPBG00000004020', 'ENSCPBG00000001586', 'ENSCPBG00000002854', 'ENSCPBG00000004871', 'ENSCPBG00000002282', 'ENSCPBG00000002076', 'ENSCPBG00000000134', 'ENSCPBG00000004521', 'ENSCPBG00000020611', 'ENSCPBG00000019046', 'ENSCPBG00000010167', 'ENSCPBG00000000623', 'ENSCPBG00000024876'}"
ENSVKKG00000000301,,ENSGALG00000003433,,
ENSVKKG00000002285,,ENSGALG00000033597,,
ENSVKKG00000016867,,,ENSCPRG00005017674,
ENSVKKG00000000119,,ENSGALG00000005408,,
ENSVKKG00000001922,,ENSGALG00000000156,,
ENSVKKG00000007691,,ENSGALG00000013083,,
ENSVKKG00000005202,,ENSGALG00000049285,,
ENSVKKG00000000914,,,,"{'ENSCPBG00000000980', 'ENSCPBG00000002324', 'ENSCPBG00000003504', 'ENSCPBG00000000309', 'ENSCPBG00000017264', 'ENSCPBG00000002389'}"
ENSVKKG00000012374,,ENSGALG00000039182,,
ENSVKKG00000017829,,ENSGALG00000006725,,
ENSVKKG00000000187,,ENSGALG00000033171,,ENSCPBG00000023207
ENSVKKG00000011452,ENSVKKG00000011452,,,
ENSVKKG00000014832,,ENSGALG00000028142,,
ENSVKKG00000007792,,ENSGALG00000035453,,
ENSVKKG00000013944,ENSVKKG00000013944,,,
ENSVKKG00000009398,,ENSGALG00000013489,,
ENSVKKG00000013392,,ENSGALG00000035836,,
ENSVKKG00000009909,,ENSGALG00000002033,,
ENSVKKG00000008268,,ENSGALG00000000599,,
ENSVKKG00000001872,ENSVKKG00000001872,ENSGALG00000016356,,
ENSVKKG00000006637,,ENSGALG00000013626,,
ENSVKKG00000002836,,ENSGALG00000009758,,ENSCPBG00000027632
ENSVKKG00000000197,,,,ENSCPBG00000010887
ENSVKKG00000013967,,ENSGALG00000011655,,
ENSVKKG00000002386,,ENSGALG00000011121,,
ENSVKKG00000006085,,ENSGALG00000027374,,
ENSVKKG00000000647,,ENSGALG00000014799,,
ENSVKKG00000005842,,ENSGALG00000012462,,ENSCPBG00000025802
ENSVKKG00000004055,,ENSGALG00000014121,,
ENSVKKG00000013762,,ENSGALG00000002960,,
ENSVKKG00000010437,,ENSGALG00000033432,,
ENSVKKG00000017237,ENSVKKG00000017237,,,
ENSVKKG00000009734,,"{'ENSGALG00000023953', 'ENSGALG00000023950'}",,
ENSVKKG00000000874,,ENSGALG00000003433,,
ENSVKKG00000017754,,ENSGALG00000006505,,
ENSVKKG00000007060,,ENSGALG00000000795,,
ENSVKKG00000015587,,ENSGALG00000042816,,ENSCPBG00000012100
ENSVKKG00000018162,,ENSGALG00000035239,,
ENSVKKG00000010295,ENSVKKG00000010295,ENSGALG00000012889,,
ENSVKKG00000006600,,ENSGALG00000011502,,
ENSVKKG00000002698,,ENSGALG00000001439,,
ENSVKKG00000001434,,ENSGALG00000010042,,
ENSVKKG00000013186,,ENSGALG00000028871,,
ENSVKKG00000010683,,"{'ENSGALG00000006840', 'ENSGALG00000046779'}",,
ENSVKKG00000001261,,ENSGALG00000004339,,
ENSVKKG00000007802,ENSVKKG00000007802,,,
ENSVKKG00000003490,,,,ENSCPBG00000015606
ENSVKKG00000007844,,,ENSCPRG00005009593,
ENSVKKG00000001546,,ENSGALG00000029135,,
ENSVKKG00000009359,,ENSGALG00000045796,,
ENSVKKG00000007202,,ENSGALG00000050272,,
ENSVKKG00000010571,,ENSGALG00000005753,,
ENSVKKG00000006426,,ENSGALG00000015196,,
ENSVKKG00000014807,,ENSGALG00000008702,,
ENSVKKG00000018308,,ENSGALG00000047979,,
ENSVKKG00000008409,ENSVKKG00000008409,,,
ENSVKKG00000005187,,ENSGALG00000014753,,
ENSVKKG00000004808,,ENSGALG00000015145,,
ENSVKKG00000003927,,ENSGALG00000027793,,
ENSVKKG00000016858,,ENSGALG00000039978,,ENSCPBG00000026694
ENSVKKG00000003295,,ENSGALG00000048159,,
ENSVKKG00000005123,,ENSGALG00000032687,,
ENSVKKG00000017684,,ENSGALG00000019261,,
ENSVKKG00000000112,,ENSGALG00000045255,,
ENSVKKG00000007431,,ENSGALG00000014372,,
ENSVKKG00000013407,,ENSGALG00000013226,,
ENSVKKG00000005037,,ENSGALG00000011389,,ENSCPBG00000019513
ENSVKKG00000009851,,ENSGALG00000019286,,
ENSVKKG00000002604,ENSVKKG00000002604,ENSGALG00000001412,,
ENSVKKG00000000760,,ENSGALG00000033568,,
ENSVKKG00000009535,,ENSGALG00000003297,,
ENSVKKG00000009787,ENSVKKG00000009787,ENSGALG00000011190,,
ENSVKKG00000011043,ENSVKKG00000011043,ENSGALG00000038772,,
ENSVKKG00000010898,,"{'ENSGALG00000007841', 'ENSGALG00000050268'}",,
ENSVKKG00000015058,,ENSGALG00000032372,,
ENSVKKG00000006267,,,,ENSCPBG00000014130
ENSVKKG00000009497,,ENSGALG00000006974,,
ENSVKKG00000003879,ENSVKKG00000003879,,,
ENSVKKG00000001032,ENSVKKG00000001032,,,
ENSVKKG00000018571,,,,ENSCPBG00000017643
ENSVKKG00000010517,,"{'ENSGALG00000012068', 'ENSGALG00000050394'}",,
ENSVKKG00000004940,,ENSGALG00000038933,,
ENSVKKG00000016251,,ENSGALG00000004037,,
ENSVKKG00000002155,ENSVKKG00000002155,,,
ENSVKKG00000016627,,ENSGALG00000012538,ENSCPRG00005008903,ENSCPBG00000026617
ENSVKKG00000009157,,ENSGALG00000040504,,
ENSVKKG00000004135,,ENSGALG00000008519,,
ENSVKKG00000007066,,ENSGALG00000006284,,
ENSVKKG00000001862,,ENSGALG00000015373,,
ENSVKKG00000002541,,ENSGALG00000043938,,
ENSVKKG00000008453,,ENSGALG00000009229,,
ENSVKKG00000000741,,ENSGALG00000012256,,ENSCPBG00000016913
ENSVKKG00000011473,,"{'ENSGALG00000028267', 'ENSGALG00000030382'}",,
ENSVKKG00000008747,,ENSGALG00000003774,,
ENSVKKG00000006334,,ENSGALG00000009492,,
ENSVKKG00000014868,,ENSGALG00000005805,,
ENSVKKG00000001417,,ENSGALG00000010043,,
ENSVKKG00000009707,,,,ENSCPBG00000022875
