eggnog_name,chicken_102_gene_id,chicken_110_gene_id,turtle_3_gene_id,komodo_gene_id,crocodile_gene_id
WBP4,ENSGALG00000016949,ENSGALG00010003113,ENSCPBG00000007957,ENSVKKG00000012977,ENSCPRG00005018826
WBSCR16,ENSGALG00000001174,ENSGALG00010029374,ENSCPBG00000027659,ENSVKKG00000016832,ENSCPRG00005007458
WBSCR17,ENSGALG00000001130,ENSGALG00010029579,ENSCPBG00000014903,"{'ENSVKKG00000016836', 'ENSVKKG00000016835'}","{'ENSCPRG00005007761', 'ENSCPRG00005007772'}"
WBSCR22,ENSGALG00000037510,ENSGALG00010029513,ENSCPBG00000009932,ENSVKKG00000003696,ENSCPRG00005006490
WBSCR27,ENSGALG00000050734,ENSGALG00010029609,,ENSVKKG00000003725,ENSCPRG00005008117
WDFY1,ENSGALG00000005158,ENSGALG00010026704,ENSCPBG00000019370,ENSVKKG00000011517,ENSCPRG00005004500
WDFY2,ENSGALG00000017019,ENSGALG00010002953,ENSCPBG00000008895,ENSVKKG00000009369,ENSCPRG00005002480
WDFY3,ENSGALG00000043669,ENSGALG00010003507,ENSCPBG00000005618,ENSVKKG00000009870,ENSCPRG00005015252
WDFY4,"{'ENSGALG00000050564', 'ENSGALG00000048372', 'ENSGALG00000006165'}",ENSGALG00010020109,ENSCPBG00000012791,"{'ENSVKKG00000011628', 'ENSVKKG00000011630'}",ENSCPRG00005017891
WDHD1,ENSGALG00000012199,ENSGALG00010018780,ENSCPBG00000020071,ENSVKKG00000001644,ENSCPRG00005018667
WDPCP,ENSGALG00000008866,ENSGALG00010016605,ENSCPBG00000013191,ENSVKKG00000008099,ENSCPRG00005013098
WDR1,ENSGALG00000014957,ENSGALG00010009542,ENSCPBG00000005630,ENSVKKG00000001161,ENSCPRG00005003976
WDR11,ENSGALG00000035013,ENSGALG00010001398,ENSCPBG00000003141,"{'ENSVKKG00000005802', 'ENSVKKG00000005804'}",ENSCPRG00005010238
WDR12,ENSGALG00000008470,ENSGALG00010025233,ENSCPBG00000011256,ENSVKKG00000010921,ENSCPRG00005001450
WDR13,ENSGALG00000044536,,ENSCPBG00000007697,ENSVKKG00000008495,
WDR16,ENSGALG00000001244,ENSGALG00010029927,ENSCPBG00000027890,ENSVKKG00000002155,"{'ENSCPRG00005007614', 'ENSCPRG00005008191'}"
WDR17,ENSGALG00000043106,ENSGALG00010003384,ENSCPBG00000003187,"{'ENSVKKG00000010642', 'ENSVKKG00000010652'}",ENSCPRG00005011361
WDR18,ENSGALG00000021637,ENSGALG00010027533,ENSCPBG00000009774,ENSVKKG00000010867,ENSCPRG00005015092
WDR19,"{'ENSGALG00000049347', 'ENSGALG00000014064'}",ENSGALG00010013532,ENSCPBG00000013779,ENSVKKG00000007727,ENSCPRG00005005825
WDR20,ENSGALG00000011365,ENSGALG00010017133,ENSCPBG00000019559,ENSVKKG00000005006,ENSCPRG00005013296
WDR24,ENSGALG00000002450,ENSGALG00010018345,ENSCPBG00000026523,ENSVKKG00000011335,ENSCPRG00005000295
WDR25,ENSGALG00000028897,ENSGALG00010016702,ENSCPBG00000006630,ENSVKKG00000004555,"{'ENSCPRG00005010544', 'ENSCPRG00005010509'}"
WDR26,ENSGALG00000043081,ENSGALG00010016483,ENSCPBG00000012078,ENSVKKG00000015593,ENSCPRG00005002982
WDR27,ENSGALG00000037464,ENSGALG00010004715,ENSCPBG00000012489,ENSVKKG00000001189,ENSCPRG00005017363
WDR3,ENSGALG00000014791,ENSGALG00010022167,ENSCPBG00000001426,ENSVKKG00000002279,ENSCPRG00005001372
WDR31,ENSGALG00000008859,ENSGALG00010027944,ENSCPBG00000019143,,ENSCPRG00005011789
WDR33,"{'ENSGALG00000052210', 'ENSGALG00000053889', 'ENSGALG00000002043'}",ENSGALG00010024106,ENSCPBG00000019128,ENSVKKG00000013937,ENSCPRG00005008702
WDR34,ENSGALG00000004702,ENSGALG00010028559,ENSCPBG00000023373,ENSVKKG00000018181,ENSCPRG00005002223
WDR35,ENSGALG00000016477,ENSGALG00010002551,ENSCPBG00000019949,ENSVKKG00000010752,ENSCPRG00005005160
WDR36,ENSGALG00000000247,ENSGALG00010010302,ENSCPBG00000013928,ENSVKKG00000014913,ENSCPRG00005006068
WDR37,ENSGALG00000006749,ENSGALG00010005552,ENSCPBG00000017059,ENSVKKG00000013644,ENSCPRG00005006551
WDR4,ENSGALG00000016187,ENSGALG00010011275,ENSCPBG00000012943,ENSVKKG00000013936,ENSCPRG00005016385
WDR41,ENSGALG00000004350,ENSGALG00010010254,ENSCPBG00000004211,ENSVKKG00000001244,ENSCPRG00005017397
WDR43,ENSGALG00000032529,ENSGALG00010017677,ENSCPBG00000000374,ENSVKKG00000017988,ENSCPRG00005009687
WDR44,ENSGALG00000005997,ENSGALG00010014236,ENSCPBG00000016791,ENSVKKG00000010575,ENSCPRG00005005636
WDR45B,ENSGALG00000001563,ENSGALG00010029436,ENSCPBG00000027925,ENSVKKG00000002373,ENSCPRG00005007459
WDR47,ENSGALG00000002129,ENSGALG00010012113,ENSCPBG00000028293,ENSVKKG00000004879,ENSCPRG00005017754
WDR48,ENSGALG00000006052,ENSGALG00010026715,ENSCPBG00000018406,ENSVKKG00000014885,ENSCPRG00005003964
WDR5,ENSGALG00000002659,ENSGALG00010028888,ENSCPBG00000021091,ENSVKKG00000013531,ENSCPRG00005007663
WDR53,ENSGALG00000006395,ENSGALG00010024804,ENSCPBG00000021373,ENSVKKG00000010879,ENSCPRG00005009540
WDR54,ENSGALG00000031570,ENSGALG00010006065,ENSCPBG00000024434,ENSVKKG00000012618,
WDR55,ENSGALG00000029199,ENSGALG00010011726,ENSCPBG00000007678,,ENSCPRG00005000864
WDR59,ENSGALG00000002798,ENSGALG00010023335,ENSCPBG00000003269,ENSVKKG00000005502,ENSCPRG00005002416
WDR6,ENSGALG00000006936,ENSGALG00010020670,ENSCPBG00000003992,ENSVKKG00000015074,ENSCPRG00005016706
WDR60,ENSGALG00000006558,ENSGALG00010025121,ENSCPBG00000006950,ENSVKKG00000000847,ENSCPRG00005006178
WDR61,ENSGALG00000003221,ENSGALG00010024240,ENSCPBG00000024244,ENSVKKG00000016792,ENSCPRG00005008329
WDR63,ENSGALG00000008696,ENSGALG00010020758,ENSCPBG00000000595,ENSVKKG00000006965,ENSCPRG00005016988
WDR64,ENSGALG00000010760,ENSGALG00010008442,"{'ENSCPBG00000008720', 'ENSCPBG00000016303'}",ENSVKKG00000005912,ENSCPRG00005014354
WDR65,ENSGALG00000009902,ENSGALG00010022534,ENSCPBG00000002610,ENSVKKG00000003764,ENSCPRG00005017266
WDR66,ENSGALG00000004365,,ENSCPBG00000026083,ENSVKKG00000015541,ENSCPRG00005012366
WDR7,ENSGALG00000032776,ENSGALG00010010252,ENSCPBG00000025566,ENSVKKG00000011428,ENSCPRG00005014111
WDR70,ENSGALG00000003708,ENSGALG00010012861,ENSCPBG00000003814,ENSVKKG00000006891,ENSCPRG00005015897
WDR72,ENSGALG00000004545,ENSGALG00010021813,ENSCPBG00000028095,ENSVKKG00000017534,ENSCPRG00005011877
WDR73,ENSGALG00000053132,ENSGALG00010001771,ENSCPBG00000005051,ENSVKKG00000015922,
WDR74,ENSGALG00000034671,,ENSCPBG00000023840,ENSVKKG00000016817,
WDR75,ENSGALG00000042197,ENSGALG00010013048,ENSCPBG00000020444,ENSVKKG00000002941,ENSCPRG00005011924
WDR76,ENSGALG00000035465,ENSGALG00010016378,ENSCPBG00000025118,ENSVKKG00000016037,ENSCPRG00005002087
WDR77,ENSGALG00000040864,ENSGALG00010027563,ENSCPBG00000021264,ENSVKKG00000009804,ENSCPRG00005015852
WDR78,"{'ENSGALG00000047760', 'ENSGALG00000045792'}",ENSGALG00010023145,ENSCPBG00000001333,ENSVKKG00000002395,ENSCPRG00005011316
WDR81,ENSGALG00000026822,ENSGALG00010029384,ENSCPBG00000020386,ENSVKKG00000002046,ENSCPRG00005015906
WDR82,ENSGALG00000025904,ENSGALG00010027460,ENSCPBG00000016710,ENSVKKG00000015189,
WDR86,ENSGALG00000019690,ENSGALG00010027123,ENSCPBG00000018290,ENSVKKG00000000168,ENSCPRG00005004680
WDR89,ENSGALG00000011827,ENSGALG00010017673,ENSCPBG00000022026,ENSVKKG00000000776,ENSCPRG00005016871
WDR90,ENSGALG00000028172,ENSGALG00010018259,ENSCPBG00000026535,ENSVKKG00000007653,ENSCPRG00005000081
WDR91,ENSGALG00000011724,ENSGALG00010012016,ENSCPBG00000005388,ENSVKKG00000009970,
WDR92,ENSGALG00000008760,ENSGALG00010017766,ENSCPBG00000014454,,ENSCPRG00005012802
WDSUB1,ENSGALG00000012574,ENSGALG00010010943,ENSCPBG00000026482,"{'ENSVKKG00000016603', 'ENSVKKG00000000669'}",ENSCPRG00005009848
WDTC1,ENSGALG00000000943,ENSGALG00010016799,ENSCPBG00000024946,ENSVKKG00000006198,ENSCPRG00005003421
WDYHV1,ENSGALG00000030059,ENSGALG00010008238,ENSCPBG00000020658,ENSVKKG00000000338,ENSCPRG00005008775
WEE1,ENSGALG00000005769,ENSGALG00010021136,ENSCPBG00000022858,ENSVKKG00000014517,ENSCPRG00005001801
WEE2,ENSGALG00000012875,ENSGALG00010013595,ENSCPBG00000011436,ENSVKKG00000003385,ENSCPRG00005017929
WFDC1,ENSGALG00000005503,ENSGALG00010007577,ENSCPBG00000023882,ENSVKKG00000014065,ENSCPRG00005006344
WFDC2,ENSGALG00000031164,ENSGALG00010015822,ENSCPBG00000027314,ENSVKKG00000009893,ENSCPRG00005008175
WFIKKN1,ENSGALG00000000044,ENSGALG00010018838,ENSCPBG00000024936,ENSVKKG00000011294,ENSCPRG00005002180
WFIKKN2,ENSGALG00000007367,ENSGALG00010029277,ENSCPBG00000028204,ENSVKKG00000003123,ENSCPRG00005002347
WFS1,ENSGALG00000015529,ENSGALG00010011417,ENSCPBG00000005922,ENSVKKG00000008365,ENSCPRG00005003665
WHAMM,ENSGALG00000006002,ENSGALG00010017658,ENSCPBG00000017584,ENSVKKG00000017472,ENSCPRG00005016212
WHSC1,"{'ENSGALG00000015705', 'ENSGALG00000050742'}",ENSGALG00010016910,"{'ENSCPBG00000025103', 'ENSCPBG00000025097'}","{'ENSVKKG00000004902', 'ENSVKKG00000004901'}",ENSCPRG00005001494
WHSC1L1,ENSGALG00000003299,ENSGALG00010017843,ENSCPBG00000006622,"{'ENSVKKG00000011593', 'ENSVKKG00000015646'}",ENSCPRG00005001217
WIBG,ENSGALG00000046169,ENSGALG00010024719,ENSCPBG00000012628,ENSVKKG00000008002,
WIF1,"{'ENSGALG00000039209', 'ENSGALG00000010722'}","{'ENSGALG00010012361', 'ENSGALG00010002930'}",ENSCPBG00000001151,"{'ENSVKKG00000018146', 'ENSVKKG00000007549'}",ENSCPRG00005007599
WIPF1,ENSGALG00000036441,ENSGALG00010022538,ENSCPBG00000003821,ENSVKKG00000001784,ENSCPRG00005013893
WIPF2,ENSGALG00000037633,ENSGALG00010024541,"{'ENSCPBG00000004786', 'ENSCPBG00000004781'}",ENSVKKG00000013616,ENSCPRG00005002953
WIPF3,ENSGALG00000011170,ENSGALG00010001368,ENSCPBG00000022524,ENSVKKG00000013025,ENSCPRG00005000834
WIPI1,ENSGALG00000004215,ENSGALG00010029396,ENSCPBG00000009694,ENSVKKG00000007843,ENSCPRG00005018565
WIPI2,ENSGALG00000004557,ENSGALG00010021162,ENSCPBG00000020771,ENSVKKG00000006778,ENSCPRG00005016270
WISP1,ENSGALG00000030115,ENSGALG00010009736,ENSCPBG00000019695,ENSVKKG00000004162,ENSCPRG00005011570
WISP2,ENSGALG00000047383,ENSGALG00010024266,ENSCPBG00000017726,ENSVKKG00000012216,ENSCPRG00005011844
WISP3,"{'ENSGALG00000019934', 'ENSGALG00000053279'}","{'ENSGALG00010015164', 'ENSGALG00010013521'}","{'ENSCPBG00000013356', 'ENSCPBG00000013350'}",ENSVKKG00000005284,"{'ENSCPRG00005002029', 'ENSCPRG00005002036'}"
WIT,ENSGALG00000052541,ENSGALG00010024335,,,
WIZ,ENSGALG00000039573,ENSGALG00010003842,ENSCPBG00000020811,ENSVKKG00000002377,
WLS,ENSGALG00000011238,ENSGALG00010023422,ENSCPBG00000001513,ENSVKKG00000000747,ENSCPRG00005011645
WNK1,ENSGALG00000012992,ENSGALG00010012339,ENSCPBG00000027367,"{'ENSVKKG00000018580', 'ENSVKKG00000018581'}",ENSCPRG00005017135
WNK2,ENSGALG00000038850,ENSGALG00010027711,ENSCPBG00000022433,ENSVKKG00000009317,ENSCPRG00005019115
WNK4,ENSGALG00000032191,ENSGALG00010022251,ENSCPBG00000016498,ENSVKKG00000006052,ENSCPRG00005008144
WNT1,ENSGALG00000043009,ENSGALG00010022557,ENSCPBG00000020000,ENSVKKG00000003833,ENSCPRG00005007638
WNT10A,ENSGALG00000011355,ENSGALG00010021151,ENSCPBG00000013181,ENSVKKG00000001124,
WNT11,"{'ENSGALG00000004401', 'ENSGALG00000000839'}","{'ENSGALG00010017584', 'ENSGALG00010002356'}","{'ENSCPBG00000027708', 'ENSCPBG00000014401'}",ENSVKKG00000004779,"{'ENSCPRG00005009116', 'ENSCPRG00005016733'}"
WNT16,ENSGALG00000028069,ENSGALG00010001305,ENSCPBG00000008323,ENSVKKG00000015290,ENSCPRG00005010718
WNT2,ENSGALG00000030173,ENSGALG00010001486,ENSCPBG00000007227,,ENSCPRG00005010348
WNT2B,ENSGALG00000034196,ENSGALG00010027417,ENSCPBG00000021251,ENSVKKG00000009819,ENSCPRG00005015805
WNT3,ENSGALG00000001079,ENSGALG00010025972,ENSCPBG00000018551,ENSVKKG00000016284,ENSCPRG00005001110
WNT3A,ENSGALG00000042657,ENSGALG00010026141,ENSCPBG00000001683,ENSVKKG00000014420,ENSCPRG00005002546
WNT4,ENSGALG00000041708,ENSGALG00010016957,ENSCPBG00000010322,ENSVKKG00000007630,ENSCPRG00005014812
WNT5A,ENSGALG00000034168,ENSGALG00010027875,ENSCPBG00000021413,ENSVKKG00000010217,ENSCPRG00005018980
WNT5B,ENSGALG00000012998,ENSGALG00010013899,ENSCPBG00000027427,ENSVKKG00000018576,ENSCPRG00005016374
WNT6,ENSGALG00000011358,ENSGALG00010021142,ENSCPBG00000013182,ENSVKKG00000001096,
WNT7A,ENSGALG00000005123,ENSGALG00010027653,ENSCPBG00000019749,ENSVKKG00000009241,ENSCPRG00005019151
WNT7B,ENSGALG00000036255,ENSGALG00010012373,ENSCPBG00000024290,ENSVKKG00000017737,ENSCPRG00005001764
WNT8A,ENSGALG00000037494,ENSGALG00010015278,ENSCPBG00000008804,ENSVKKG00000014761,ENSCPRG00005011421
WNT8B,ENSGALG00000005733,ENSGALG00010021079,ENSCPBG00000020569,ENSVKKG00000003922,ENSCPRG00005000688
WNT9A,ENSGALG00000005401,ENSGALG00010026166,ENSCPBG00000001669,ENSVKKG00000014419,ENSCPRG00005002553
WNT9B,ENSGALG00000001097,ENSGALG00010025948,ENSCPBG00000018555,ENSVKKG00000016285,ENSCPRG00005001132
WRAP53,"{'ENSGALG00000054251', 'ENSGALG00000048625'}",ENSGALG00010000471,ENSCPBG00000012679,ENSVKKG00000018693,
WRAP73,ENSGALG00000001017,ENSGALG00010021361,ENSCPBG00000019434,ENSVKKG00000006155,ENSCPRG00005012374
WRB,ENSGALG00000016070,ENSGALG00010013413,ENSCPBG00000012428,ENSVKKG00000015402,ENSCPRG00005016020
WRN,ENSGALG00000040909,ENSGALG00010008038,ENSCPBG00000013421,ENSVKKG00000007246,ENSCPRG00005001240
WRNIP1,ENSGALG00000012856,ENSGALG00010011593,ENSCPBG00000009703,ENSVKKG00000009169,ENSCPRG00005017695
WSB1,ENSGALG00000005668,ENSGALG00010029546,ENSCPBG00000014017,ENSVKKG00000017347,ENSCPRG00005009154
WSB2,ENSGALG00000008151,ENSGALG00010000407,ENSCPBG00000012270,"{'ENSVKKG00000005358', 'ENSVKKG00000005356'}",
WSCD1,ENSGALG00000005886,ENSGALG00010029269,ENSCPBG00000014128,ENSVKKG00000016838,ENSCPRG00005008836
WSCD2,ENSGALG00000004849,ENSGALG00010022309,ENSCPBG00000006668,ENSVKKG00000008937,ENSCPRG00005015563
WT1,ENSGALG00000012115,ENSGALG00010023689,ENSCPBG00000018273,ENSVKKG00000000603,ENSCPRG00005006725
WTAP,ENSGALG00000011660,ENSGALG00010004494,ENSCPBG00000007060,ENSVKKG00000017549,ENSCPRG00005017767
WTIP,ENSGALG00000025864,ENSGALG00010009398,ENSCPBG00000001496,ENSVKKG00000008499,ENSCPRG00005004599
WWC1,ENSGALG00000001826,ENSGALG00010008135,ENSCPBG00000008274,"{'ENSVKKG00000013829', 'ENSVKKG00000004491', 'ENSVKKG00000005293'}",ENSCPRG00005005686
WWC2,ENSGALG00000010668,ENSGALG00010007399,ENSCPBG00000008249,ENSVKKG00000004488,ENSCPRG00005000071
WWC3,ENSGALG00000034834,ENSGALG00010002034,ENSCPBG00000021327,"{'ENSVKKG00000004494', 'ENSVKKG00000006350'}",ENSCPRG00005006617
WWOX,ENSGALG00000005377,ENSGALG00010007789,ENSCPBG00000009477,"{'ENSVKKG00000014201', 'ENSVKKG00000014202'}","{'ENSCPRG00005005732', 'ENSCPRG00005005777'}"
WWP1,ENSGALG00000041795,ENSGALG00010013354,ENSCPBG00000009574,ENSVKKG00000000033,ENSCPRG00005001150
WWP2,ENSGALG00000000699,ENSGALG00010008308,ENSCPBG00000027029,ENSVKKG00000008134,ENSCPRG00005008505
WWTR1,ENSGALG00000010412,ENSGALG00010001121,ENSCPBG00000014399,ENSVKKG00000016487,ENSCPRG00005006752
XAF1,ENSGALG00000005928,ENSGALG00010029272,ENSCPBG00000014804,ENSVKKG00000003601,ENSCPRG00005008105
XBP1,ENSGALG00000005796,ENSGALG00010023937,ENSCPBG00000027208,ENSVKKG00000003206,ENSCPRG00005010211
XCL1,ENSGALG00000015235,ENSGALG00010005380,ENSCPBG00000003746,,"{'ENSCPRG00005004236', 'ENSCPRG00005004248', 'ENSCPRG00005004251'}"
XCR1,ENSGALG00000011735,ENSGALG00010017405,ENSCPBG00000023114,ENSVKKG00000018082,ENSCPRG00005008122
XDH,ENSGALG00000008701,ENSGALG00010018628,ENSCPBG00000011892,ENSVKKG00000017974,ENSCPRG00005008316
XG,ENSGALG00000029002,ENSGALG00010002332,,,
XIAP,ENSGALG00000008491,ENSGALG00010013281,ENSCPBG00000014275,ENSVKKG00000011965,ENSCPRG00005004203
XIRP2,"{'ENSGALG00000006025', 'ENSGALG00000054539'}","{'ENSGALG00010025498', 'ENSGALG00010026630'}",ENSCPBG00000007101,ENSVKKG00000001251,"{'ENSCPRG00005015870', 'ENSCPRG00005015862', 'ENSCPRG00005015866'}"
XK,ENSGALG00000016262,ENSGALG00010001878,ENSCPBG00000024702,ENSVKKG00000015844,ENSCPRG00005002947
XKR4,ENSGALG00000035429,ENSGALG00010004583,ENSCPBG00000005032,ENSVKKG00000000617,ENSCPRG00005016282
XKR5,ENSGALG00000045634,ENSGALG00010007890,ENSCPBG00000002982,,ENSCPRG00005002053
XKR6,"{'ENSGALG00000054235', 'ENSGALG00000016646'}",ENSGALG00010011213,ENSCPBG00000020143,ENSVKKG00000001042,ENSCPRG00005002407
XKR7,ENSGALG00000006467,ENSGALG00010015626,ENSCPBG00000027498,ENSVKKG00000011342,ENSCPRG00005007747
XKR8,ENSGALG00000030305,ENSGALG00010012773,ENSCPBG00000010436,ENSVKKG00000002619,ENSCPRG00005004560
XKR9,ENSGALG00000034675,ENSGALG00010003847,ENSCPBG00000009002,ENSVKKG00000002907,ENSCPRG00005018320
XKRX,ENSGALG00000006637,ENSGALG00010016651,ENSCPBG00000014301,ENSVKKG00000011877,ENSCPRG00005009668
XPA,ENSGALG00000028998,ENSGALG00010009534,ENSCPBG00000024349,ENSVKKG00000003281,ENSCPRG00005012479
XPC,ENSGALG00000006357,ENSGALG00010021252,ENSCPBG00000014521,ENSVKKG00000003779,ENSCPRG00005017622
XPNPEP1,ENSGALG00000008523,ENSGALG00010020183,ENSCPBG00000012823,ENSVKKG00000003879,ENSCPRG00005011419
XPNPEP2,ENSGALG00000025935,ENSGALG00010014882,"{'ENSCPBG00000011992', 'ENSCPBG00000011995'}",ENSVKKG00000011997,ENSCPRG00005009416
XPNPEP3,ENSGALG00000012003,ENSGALG00010012910,ENSCPBG00000022890,ENSVKKG00000016609,ENSCPRG00005019054
XPO1,"{'ENSGALG00000029476', 'ENSGALG00000038549'}",ENSGALG00010019337,ENSCPBG00000026239,ENSVKKG00000011208,ENSCPRG00005013231
XPO4,ENSGALG00000017132,ENSGALG00010005482,"{'ENSCPBG00000020746', 'ENSCPBG00000020754'}",ENSVKKG00000007120,ENSCPRG00005013090
XPO5,ENSGALG00000010341,ENSGALG00010009623,ENSCPBG00000025210,ENSVKKG00000004377,ENSCPRG00005012025
XPO6,ENSGALG00000035360,ENSGALG00010018022,ENSCPBG00000024660,ENSVKKG00000011308,ENSCPRG00005002277
XPO7,"{'ENSGALG00000001838', 'ENSGALG00000040205'}",ENSGALG00010020305,ENSCPBG00000000811,ENSVKKG00000007230,ENSCPRG00005002400
XPOT,ENSGALG00000009835,ENSGALG00010013051,ENSCPBG00000001003,ENSVKKG00000007568,ENSCPRG00005007647
XPR1,ENSGALG00000003893,ENSGALG00010009804,ENSCPBG00000025769,ENSVKKG00000005245,ENSCPRG00005007396
XRCC1,"{'ENSGALG00000054505', 'ENSGALG00000017493', 'ENSGALG00000051339'}",ENSGALG00010002411,"{'ENSCPBG00000013125', 'ENSCPBG00000003953'}","{'ENSVKKG00000014667', 'ENSVKKG00000006001'}",ENSCPRG00005016770
XRCC2,ENSGALG00000026865,ENSGALG00010027158,ENSCPBG00000018246,ENSVKKG00000000530,ENSCPRG00005004960
XRCC3,ENSGALG00000011533,ENSGALG00010016004,ENSCPBG00000020246,ENSVKKG00000005443,ENSCPRG00005015856
XRCC4,ENSGALG00000015620,ENSGALG00010006821,ENSCPBG00000010726,ENSVKKG00000010099,ENSCPRG00005002138
XRCC5,ENSGALG00000011492,ENSGALG00010021235,ENSCPBG00000013615,ENSVKKG00000006582,ENSCPRG00005000270
XRCC6,ENSGALG00000011932,ENSGALG00010010792,ENSCPBG00000020535,ENSVKKG00000016898,ENSCPRG00005019073
XRCC6BP1,ENSGALG00000009747,ENSGALG00010014151,ENSCPBG00000014170,ENSVKKG00000014144,ENSCPRG00005008090
XRN1,ENSGALG00000002706,ENSGALG00010015719,,ENSVKKG00000011424,ENSCPRG00005001722
XRN2,ENSGALG00000008372,ENSGALG00010018148,ENSCPBG00000023533,ENSVKKG00000004381,ENSCPRG00005010683
XXYLT1,ENSGALG00000054428,ENSGALG00010017522,ENSCPBG00000015950,ENSVKKG00000008591,ENSCPRG00005013010
XYLB,ENSGALG00000006173,ENSGALG00010027112,ENSCPBG00000018294,ENSVKKG00000000034,ENSCPRG00005004595
XYLT1,ENSGALG00000006757,ENSGALG00010020878,ENSCPBG00000010248,ENSVKKG00000007110,ENSCPRG00005008305
XYLT2,ENSGALG00000007702,ENSGALG00010029658,ENSCPBG00000028177,ENSVKKG00000014550,ENSCPRG00005002505
YAE1D1,ENSGALG00000043636,ENSGALG00010017824,ENSCPBG00000024849,ENSVKKG00000007467,"{'ENSCPRG00005011144', 'ENSCPRG00005011146'}"
YAF2,ENSGALG00000009540,ENSGALG00010002295,ENSCPBG00000015509,ENSVKKG00000003523,"{'ENSCPRG00005009319', 'ENSCPRG00005009328'}"
YAP1,ENSGALG00000038154,ENSGALG00010007923,ENSCPBG00000027430,ENSVKKG00000009142,ENSCPRG00005014865
YARS,ENSGALG00000003563,ENSGALG00010017678,ENSCPBG00000010998,ENSVKKG00000009463,ENSCPRG00005002375
YARS2,ENSGALG00000012919,ENSGALG00010011091,ENSCPBG00000020392,ENSVKKG00000013809,ENSCPRG00005017845
YBEY,ENSGALG00000047621,,ENSCPBG00000004508,ENSVKKG00000013653,ENSCPRG00005006741
YBX1,ENSGALG00000004848,ENSGALG00010017625,"{'ENSCPBG00000009853', 'ENSCPBG00000001655'}",ENSVKKG00000009389,"{'ENSCPRG00005002586', 'ENSCPRG00005014933'}"
YBX3,ENSGALG00000031890,ENSGALG00010023957,ENSCPBG00000014147,,ENSCPRG00005001092
YDJC,ENSGALG00000029198,ENSGALG00010024328,ENSCPBG00000010540,ENSVKKG00000017114,ENSCPRG00005000739
YEATS2,ENSGALG00000036356,ENSGALG00010024344,ENSCPBG00000019172,ENSVKKG00000001608,ENSCPRG00005009017
YEATS4,ENSGALG00000029135,ENSGALG00010011992,ENSCPBG00000013358,ENSVKKG00000001546,ENSCPRG00005006924
YES1,ENSGALG00000014860,ENSGALG00010003874,ENSCPBG00000027548,ENSVKKG00000000632,ENSCPRG00005012732
YF5,ENSGALG00000047314,,,,
YIPF1,ENSGALG00000010740,ENSGALG00010027096,ENSCPBG00000003327,ENSVKKG00000011211,ENSCPRG00005005232
YIPF3,ENSGALG00000041037,ENSGALG00010009719,ENSCPBG00000025201,ENSVKKG00000004429,ENSCPRG00005012654
YIPF4,ENSGALG00000010547,ENSGALG00010009798,ENSCPBG00000024825,ENSVKKG00000008532,ENSCPRG00005013351
YIPF5,ENSGALG00000007404,ENSGALG00010016502,ENSCPBG00000016635,ENSVKKG00000011785,ENSCPRG00005008278
YIPF6,ENSGALG00000035973,ENSGALG00010014407,ENSCPBG00000007267,ENSVKKG00000009992,ENSCPRG00005009067
YIPF7,ENSGALG00000014221,ENSGALG00010013846,ENSCPBG00000025663,ENSVKKG00000010583,ENSCPRG00005009493
YJEFN3,ENSGALG00000041897,ENSGALG00010028511,ENSCPBG00000012447,ENSVKKG00000007033,ENSCPRG00005015647
YKT6,ENSGALG00000029898,ENSGALG00010018951,ENSCPBG00000001250,ENSVKKG00000015429,
YLPM1,ENSGALG00000051654,ENSGALG00010005998,ENSCPBG00000026232,ENSVKKG00000015728,ENSCPRG00005004699
YME1L1,ENSGALG00000007492,ENSGALG00010005311,ENSCPBG00000015835,ENSVKKG00000017863,ENSCPRG00005008404
YOD1,ENSGALG00000037597,ENSGALG00010027150,ENSCPBG00000002035,,ENSCPRG00005000284
YPEL1,ENSGALG00000052223,ENSGALG00010024371,"{'ENSCPBG00000002413', 'ENSCPBG00000010573'}",ENSVKKG00000017120,"{'ENSCPRG00005012088', 'ENSCPRG00005000641'}"
YPEL2,ENSGALG00000028801,ENSGALG00010029257,"{'ENSCPBG00000006073', 'ENSCPBG00000012655'}",ENSVKKG00000010984,ENSCPRG00005012088
YPEL4,ENSGALG00000007374,ENSGALG00010026249,"{'ENSCPBG00000016842', 'ENSCPBG00000016840'}",ENSVKKG00000014622,ENSCPRG00005008873
YPEL5,ENSGALG00000009047,ENSGALG00010017493,ENSCPBG00000011809,ENSVKKG00000017982,ENSCPRG00005008546
YRDC,ENSGALG00000029001,ENSGALG00010013277,ENSCPBG00000018446,ENSVKKG00000010040,ENSCPRG00005002651
YTHDC1,ENSGALG00000035906,ENSGALG00010004969,ENSCPBG00000021965,ENSVKKG00000001286,ENSCPRG00005006252
YTHDC2,ENSGALG00000000189,ENSGALG00010008243,ENSCPBG00000013876,ENSVKKG00000014925,ENSCPRG00005006570
YTHDF1,ENSGALG00000005745,ENSGALG00010024141,ENSCPBG00000027183,ENSVKKG00000003118,ENSCPRG00005005766
YTHDF2,ENSGALG00000034831,ENSGALG00010015166,ENSCPBG00000011221,ENSVKKG00000005792,ENSCPRG00005003013
YTHDF3,ENSGALG00000039774,ENSGALG00010003103,ENSCPBG00000021405,ENSVKKG00000003225,ENSCPRG00005017611
YWHAB,ENSGALG00000004143,ENSGALG00010022076,ENSCPBG00000017746,ENSVKKG00000012221,ENSCPRG00005011857
